"ID","Name","Sex","Age","Height","Weight","Team","NOC","Games","Year","Season","City","Sport","Event","Medal"
"23868","Ian Lowell Crocker","M","21.0","193.0","86.0","United States","USA","2004 Summer","2004","Summer","Athina","Swimming","Swimming Men's 4 x 100 metres Medley Relay","Gold"
"23868","Ian Lowell Crocker","M","25.0","193.0","86.0","United States","USA","2008 Summer","2008","Summer","Beijing","Swimming","Swimming Men's 4 x 100 metres Medley Relay","Gold"
"23871","Joseph William ""Joe"" Crockett","M","19.0","177.0","","United States","USA","1924 Summer","1924","Summer","Paris","Shooting","Shooting Men's Free Rifle, 400, 600 and 800 metres, Team","Gold"
"23909","Edward ""Eddie"" Crook, Jr.","M","31.0","172.0","74.0","United States","USA","1960 Summer","1960","Summer","Roma","Boxing","Boxing Men's Middleweight","Gold"
"23942","Kendall Duane Cross","M","28.0","170.0","57.0","United States","USA","1996 Summer","1996","Summer","Atlanta","Wrestling","Wrestling Men's Bantamweight, Freestyle","Gold"
"23974","Ryan Crouser","M","23.0","201.0","125.0","United States","USA","2016 Summer","2016","Summer","Rio de Janeiro","Athletics","Athletics Men's Shot Put","Gold"
"24149","Robert Jan ""Bob"" Ctvrtlik","M","25.0","193.0","89.0","United States","USA","1988 Summer","1988","Summer","Seoul","Volleyball","Volleyball Men's Volleyball","Gold"
"24307","Edward McClellan ""Ned"" Cummins","M","17.0","","","Western Golf Association-1","USA","1904 Summer","1904","Summer","St. Louis","Golf","Golf Men's Team","Gold"
"24405","Robert Samuel ""Bob"" Curry","M","21.0","","","United States","USA","1904 Summer","1904","Summer","St. Louis","Wrestling","Wrestling Men's Light-Flyweight, Freestyle","Gold"
"24406","Denise Marie Curry","F","24.0","185.0","74.0","United States","USA","1984 Summer","1984","Summer","Los Angeles","Basketball","Basketball Women's Basketball","Gold"
"24418","Ann Elisabeth Curtis (-Cuneo)","F","22.0","","","United States","USA","1948 Summer","1948","Summer","London","Swimming","Swimming Women's 400 metres Freestyle","Gold"
"24418","Ann Elisabeth Curtis (-Cuneo)","F","22.0","","","United States","USA","1948 Summer","1948","Summer","London","Swimming","Swimming Women's 4 x 100 metres Freestyle Relay","Gold"
"24423","Thomas Pelham ""Tom"" Curtis","M","23.0","176.0","66.0","United States","USA","1896 Summer","1896","Summer","Athina","Athletics","Athletics Men's 110 metres Hurdles","Gold"
"24495","Stanley Francis ""Stan"" Cwiklinski","M","21.0","189.0","86.0","United States","USA","1964 Summer","1964","Summer","Tokyo","Rowing","Rowing Men's Coxed Eights","Gold"
"24599","William John ""Bill"" D'Amico","M","37.0","","","United States-2","USA","1948 Winter","1948","Winter","Sankt Moritz","Bobsleigh","Bobsleigh Men's Four","Gold"
"24815","Timothy Patrick ""Tim"" Daggett","M","22.0","165.0","66.0","United States","USA","1984 Summer","1984","Summer","Los Angeles","Gymnastics","Gymnastics Men's Team All-Around","Gold"
"24953","Troy Lane Dalbey","M","19.0","190.0","77.0","United States","USA","1988 Summer","1988","Summer","Seoul","Swimming","Swimming Men's 4 x 100 metres Freestyle Relay","Gold"
"24953","Troy Lane Dalbey","M","19.0","190.0","77.0","United States","USA","1988 Summer","1988","Summer","Seoul","Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","Gold"
"24981","Phillip Peter ""Phil"" Dalhausser","M","28.0","206.0","93.0","United States-1","USA","2008 Summer","2008","Summer","Beijing","Beach Volleyball","Beach Volleyball Men's Beach Volleyball","Gold"
"25018","William Morris ""Bill"" Dally","M","20.0","189.0","84.0","United States","USA","1928 Summer","1928","Summer","Amsterdam","Rowing","Rowing Men's Coxed Eights","Gold"
"25193","Eleanor Suzanne ""Ellie"" Daniel (-Drye)","F","18.0","173.0","65.0","United States","USA","1968 Summer","1968","Summer","Mexico City","Swimming","Swimming Women's 4 x 100 metres Medley Relay","Gold"
"25215","Charles Meldrum ""Charlie"" Daniels","M","19.0","183.0","70.0","United States","USA","1904 Summer","1904","Summer","St. Louis","Swimming","Swimming Men's 220 yard Freestyle","Gold"
"25215","Charles Meldrum ""Charlie"" Daniels","M","19.0","183.0","70.0","United States","USA","1904 Summer","1904","Summer","St. Louis","Swimming","Swimming Men's 440 yard Freestyle","Gold"
"25215","Charles Meldrum ""Charlie"" Daniels","M","19.0","183.0","70.0","New York Athletic Club #1-1","USA","1904 Summer","1904","Summer","St. Louis","Swimming","Swimming Men's 4 x 50 Yard Freestyle Relay","Gold"
"25215","Charles Meldrum ""Charlie"" Daniels","M","21.0","183.0","70.0","United States","USA","1906 Summer","1906","Summer","Athina","Swimming","Swimming Men's 100 metres Freestyle","Gold"
"25215","Charles Meldrum ""Charlie"" Daniels","M","23.0","183.0","70.0","United States","USA","1908 Summer","1908","Summer","London","Swimming","Swimming Men's 100 metres Freestyle","Gold"
"25309","Adrian Delano Dantley","M","21.0","195.0","95.0","United States","USA","1976 Summer","1976","Summer","Montreal","Basketball","Basketball Men's Basketball","Gold"
"25378","Charles Frick ""Chuck"" Darling","M","26.0","203.0","102.0","United States","USA","1956 Summer","1956","Summer","Melbourne","Basketball","Basketball Men's Basketball","Gold"
"25392","William Thomas ""Bill"" Darnton","M","20.0","185.0","74.0","United States","USA","1960 Summer","1960","Summer","Roma","Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","Gold"
"25544","Lindsay Ann Davenport","F","20.0","191.0","79.0","United States","USA","1996 Summer","1996","Summer","Atlanta","Tennis","Tennis Women's Singles","Gold"
"25546","Wilbur D. ""Willie"" Davenport","M","25.0","186.0","84.0","United States","USA","1968 Summer","1968","Summer","Mexico City","Athletics","Athletics Men's 110 metres Hurdles","Gold"
"25591","Bruce Oram Davidson","M","26.0","180.0","66.0","United States","USA","1976 Summer","1976","Summer","Montreal","Equestrianism","Equestrianism Mixed Three-Day Event, Team","Gold"
"25591","Bruce Oram Davidson","M","34.0","180.0","66.0","United States","USA","1984 Summer","1984","Summer","Los Angeles","Equestrianism","Equestrianism Mixed Three-Day Event, Team","Gold"
"25609","Caryn Davies","F","26.0","193.0","82.0","United States","USA","2008 Summer","2008","Summer","Beijing","Rowing","Rowing Women's Coxed Eights","Gold"
"25609","Caryn Davies","F","30.0","193.0","82.0","United States","USA","2012 Summer","2012","Summer","London","Rowing","Rowing Women's Coxed Eights","Gold"
"25616","Richard Allen ""Dick"" Davies","M","28.0","186.0","80.0","United States","USA","1964 Summer","1964","Summer","Tokyo","Basketball","Basketball Men's Basketball","Gold"
"25667","Anthony Marshon Davis, Jr.","M","19.0","208.0","100.0","United States","USA","2012 Summer","2012","Summer","London","Basketball","Basketball Men's Basketball","Gold"
"25669","Walter Francis ""Buddy"" Davis","M","21.0","203.0","90.0","United States","USA","1952 Summer","1952","Summer","Helsinki","Athletics","Athletics Men's High Jump","Gold"
"25686","Glenn Ashby Davis","M","22.0","183.0","73.0","United States","USA","1956 Summer","1956","Summer","Melbourne","Athletics","Athletics Men's 400 metres Hurdles","Gold"
"25686","Glenn Ashby Davis","M","25.0","183.0","73.0","United States","USA","1960 Summer","1960","Summer","Roma","Athletics","Athletics Men's 400 metres Hurdles","Gold"
"25686","Glenn Ashby Davis","M","25.0","183.0","73.0","United States","USA","1960 Summer","1960","Summer","Roma","Athletics","Athletics Men's 4 x 400 metres Relay","Gold"
"25701","John Henry Davis, Jr.","M","27.0","","101.5","United States","USA","1948 Summer","1948","Summer","London","Weightlifting","Weightlifting Men's Heavyweight","Gold"
"25701","John Henry Davis, Jr.","M","31.0","","101.5","United States","USA","1952 Summer","1952","Summer","Helsinki","Weightlifting","Weightlifting Men's Heavyweight","Gold"
"25703","Joshua Clark ""Josh"" Davis","M","23.0","188.0","84.0","United States","USA","1996 Summer","1996","Summer","Atlanta","Swimming","Swimming Men's 4 x 100 metres Freestyle Relay","Gold"
"25703","Joshua Clark ""Josh"" Davis","M","23.0","188.0","84.0","United States","USA","1996 Summer","1996","Summer","Atlanta","Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","Gold"
"25703","Joshua Clark ""Josh"" Davis","M","23.0","188.0","84.0","United States","USA","1996 Summer","1996","Summer","Atlanta","Swimming","Swimming Men's 4 x 100 metres Medley Relay","Gold"
"25713","Meryl Elizabeth Davis","F","27.0","160.0","49.0","United States-1","USA","2014 Winter","2014","Winter","Sochi","Figure Skating","Figure Skating Mixed Ice Dancing","Gold"
"25717","Otis Crandall Davis","M","28.0","185.0","74.0","United States","USA","1960 Summer","1960","Summer","Roma","Athletics","Athletics Men's 400 metres","Gold"
"25717","Otis Crandall Davis","M","28.0","185.0","74.0","United States","USA","1960 Summer","1960","Summer","Roma","Athletics","Athletics Men's 4 x 400 metres Relay","Gold"
"25719","Francis Pierpont Davis","M","47.0","","","Angelita","USA","1932 Summer","1932","Summer","Los Angeles","Sailing","Sailing Mixed 8 metres","Gold"
"25721","Roderick Hopkins ""Rod"" Davis","M","28.0","182.0","87.0","United States","USA","1984 Summer","1984","Summer","Los Angeles","Sailing","Sailing Mixed Three Person Keelboat","Gold"
"25723","Shani Earl Davis","M","23.0","188.0","86.0","United States","USA","2006 Winter","2006","Winter","Torino","Speed Skating","Speed Skating Men's 1,000 metres","Gold"
"25723","Shani Earl Davis","M","27.0","188.0","86.0","United States","USA","2010 Winter","2010","Winter","Vancouver","Speed Skating","Speed Skating Men's 1,000 metres","Gold"
"25728","Walter Paul Davis","M","21.0","195.0","86.0","United States","USA","1976 Summer","1976","Summer","Montreal","Basketball","Basketball Men's Basketball","Gold"
"25732","Howard Edward Davis, Jr.","M","20.0","178.0","60.0","United States","USA","1976 Summer","1976","Summer","Montreal","Boxing","Boxing Men's Lightweight","Gold"
"25774","Dominique Margaux Dawes (-Thompson)","F","19.0","158.0","54.0","United States","USA","1996 Summer","1996","Summer","Atlanta","Gymnastics","Gymnastics Women's Team All-Around","Gold"
"25784","Travis Sentell Dawkins","M","21.0","182.0","81.0","United States","USA","2000 Summer","2000","Summer","Sydney","Baseball","Baseball Men's Baseball","Gold"
"25808","Charles Ward ""Chuck"" Day","M","21.0","","","United States","USA","1936 Summer","1936","Summer","Berlin","Rowing","Rowing Men's Coxed Eights","Gold"
"26274","Oscar De La Hoya","M","19.0","180.0","60.0","United States","USA","1992 Summer","1992","Summer","Barcelona","Boxing","Boxing Men's Lightweight","Gold"
"26731","Donna Elizabeth de Varona (-Pinto)","F","13.0","168.0","61.0","United States","USA","1960 Summer","1960","Summer","Roma","Swimming","Swimming Women's 4 x 100 metres Freestyle Relay","Gold"
"26731","Donna Elizabeth de Varona (-Pinto)","F","17.0","168.0","61.0","United States","USA","1964 Summer","1964","Summer","Tokyo","Swimming","Swimming Women's 4 x 100 metres Freestyle Relay","Gold"
"26731","Donna Elizabeth de Varona (-Pinto)","F","17.0","168.0","61.0","United States","USA","1964 Summer","1964","Summer","Tokyo","Swimming","Swimming Women's 400 metres Individual Medley","Gold"
"26832","Matt Deakin","M","24.0","193.0","90.0","United States","USA","2004 Summer","2004","Summer","Athina","Rowing","Rowing Men's Coxed Eights","Gold"
"26856","Deena Diane Deardurff (-Schmidt)","F","15.0","160.0","53.0","United States","USA","1972 Summer","1972","Summer","Munich","Swimming","Swimming Women's 4 x 100 metres Medley Relay","Gold"
"26863","Harry Leopold DeBaecke","M","20.0","","","Vesper Boat Club","USA","1900 Summer","1900","Summer","Paris","Rowing","Rowing Men's Coxed Eights","Gold"
"26939","Sara DeCosta (-Hayes)","F","20.0","178.0","59.0","United States","USA","1998 Winter","1998","Winter","Nagano","Ice Hockey","Ice Hockey Women's Ice Hockey","Gold"
"26966","Donald Francis ""Don"" Dee","M","25.0","201.0","93.0","United States","USA","1968 Summer","1968","Summer","Mexico City","Basketball","Basketball Men's Basketball","Gold"
"27003","Richard Kempster ""Dick"" Degener","M","24.0","","","United States","USA","1936 Summer","1936","Summer","Berlin","Diving","Diving Men's Springboard","Gold"
"27020","Dudley Sargent DeGroot","M","24.0","189.0","","United States","USA","1924 Summer","1924","Summer","Paris","Rugby","Rugby Men's Rugby","Gold"
"27357","Elena Delle Donne","F","26.0","195.0","86.0","United States","USA","2016 Summer","2016","Summer","Rio de Janeiro","Basketball","Basketball Women's Basketball","Gold"
"27381","Joseph Nathaniel ""Joe"" DeLoach, Jr.","M","21.0","182.0","76.0","United States","USA","1988 Summer","1988","Summer","Seoul","Athletics","Athletics Men's 200 metres","Gold"
"27504","William ""Bill"" Demong","M","29.0","178.0","66.0","United States","USA","2010 Winter","2010","Winter","Vancouver","Nordic Combined","Nordic Combined Men's Large Hill / 10 km, Individual","Gold"
"27515","Joseph Francis ""Joe"" Dempsey","M","28.0","","","Vesper Boat Club","USA","1904 Summer","1904","Summer","St. Louis","Rowing","Rowing Men's Coxed Eights","Gold"
"27672","Joseph Nicholas ""Joe"" DePietro","M","34.0","140.0","56.0","United States","USA","1948 Summer","1948","Summer","London","Weightlifting","Weightlifting Men's Bantamweight","Gold"
"27743","DeMar Darnell DeRozan","M","26.0","201.0","99.0","United States","USA","2016 Summer","2016","Summer","Rio de Janeiro","Basketball","Basketball Men's Basketball","Gold"
"27749","Hans F. Dersch","M","24.0","188.0","74.0","United States","USA","1992 Summer","1992","Summer","Barcelona","Swimming","Swimming Men's 4 x 100 metres Medley Relay","Gold"
"27799","Ulise Joseph ""Pete"" Desjardins","M","21.0","","","United States","USA","1928 Summer","1928","Summer","Amsterdam","Diving","Diving Men's Springboard","Gold"
"27799","Ulise Joseph ""Pete"" Desjardins","M","21.0","","","United States","USA","1928 Summer","1928","Summer","Amsterdam","Diving","Diving Men's Platform","Gold"
"27900","Robert Milan ""Bob"" Detweiler","M","21.0","","","United States","USA","1952 Summer","1952","Summer","Helsinki","Rowing","Rowing Men's Coxed Eights","Gold"
"27926","Michael Aloysius ""Mike"" Devaney","M","28.0","178.0","68.0","United States","USA","1920 Summer","1920","Summer","Antwerpen","Athletics","Athletics Men's 3,000 metres, Team","Gold"
"27937","Robert Humphrey Coleman ""Bob"" Devereaux","M","26.0","175.0","","United States","USA","1924 Summer","1924","Summer","Paris","Rugby","Rugby Men's Rugby","Gold"
"27940","Yolanda Gail L. Devers (-Roberts)","F","25.0","160.0","55.0","United States","USA","1992 Summer","1992","Summer","Barcelona","Athletics","Athletics Women's 100 metres","Gold"
"27940","Yolanda Gail L. Devers (-Roberts)","F","29.0","160.0","55.0","United States","USA","1996 Summer","1996","Summer","Atlanta","Athletics","Athletics Women's 100 metres","Gold"
"27940","Yolanda Gail L. Devers (-Roberts)","F","29.0","160.0","55.0","United States","USA","1996 Summer","1996","Summer","Atlanta","Athletics","Athletics Women's 4 x 100 metres Relay","Gold"
"28327","George Thomas DiCarlo","M","21.0","180.0","74.0","United States","USA","1984 Summer","1984","Summer","Los Angeles","Swimming","Swimming Men's 400 metres Freestyle","Gold"
"28347","William Eugene ""Billy"" Dickey","M","29.0","","","United States","USA","1904 Summer","1904","Summer","St. Louis","Swimming","Swimming Men's Plunge For Distance","Gold"
"28396","Mildred Ella ""Babe"" Didrikson (Didriksen-, -Zaharias)","F","21.0","169.0","57.0","United States","USA","1932 Summer","1932","Summer","Los Angeles","Athletics","Athletics Women's 80 metres Hurdles","Gold"
"28396","Mildred Ella ""Babe"" Didrikson (Didriksen-, -Zaharias)","F","21.0","169.0","57.0","United States","USA","1932 Summer","1932","Summer","Los Angeles","Athletics","Athletics Women's Javelin Throw","Gold"
"28401","Nelson W. Diebel","M","21.0","183.0","84.0","United States","USA","1992 Summer","1992","Summer","Barcelona","Swimming","Swimming Men's 100 metres Breaststroke","Gold"
"28401","Nelson W. Diebel","M","21.0","183.0","84.0","United States","USA","1992 Summer","1992","Summer","Barcelona","Swimming","Swimming Men's 4 x 100 metres Medley Relay","Gold"
"28476","George John Dietz","M","24.0","","","Century Boat Club-1","USA","1904 Summer","1904","Summer","St. Louis","Rowing","Rowing Men's Coxless Fours","Gold"
"28479","John A. Dietz","M","37.0","","","United States","USA","1908 Summer","1908","Summer","London","Shooting","Shooting Men's Free Pistol, 50 yards, Team","Gold"
"28479","John A. Dietz","M","41.0","","","United States","USA","1912 Summer","1912","Summer","Stockholm","Shooting","Shooting Men's Free Pistol, 50 metres, Team","Gold"
"28539","William Harrison Dillard","M","25.0","178.0","69.0","United States","USA","1948 Summer","1948","Summer","London","Athletics","Athletics Men's 100 metres","Gold"
"28539","William Harrison Dillard","M","25.0","178.0","69.0","United States","USA","1948 Summer","1948","Summer","London","Athletics","Athletics Men's 4 x 100 metres Relay","Gold"
"28539","William Harrison Dillard","M","29.0","178.0","69.0","United States","USA","1952 Summer","1952","Summer","Helsinki","Athletics","Athletics Men's 110 metres Hurdles","Gold"
"28539","William Harrison Dillard","M","29.0","178.0","69.0","United States","USA","1952 Summer","1952","Summer","Helsinki","Athletics","Athletics Men's 4 x 100 metres Relay","Gold"
"28559","Trent Dimas","M","21.0","172.0","68.0","United States","USA","1992 Summer","1992","Summer","Barcelona","Gymnastics","Gymnastics Men's Horizontal Bar","Gold"
"28734","Madeline Jane ""Maya"" DiRado","F","23.0","175.0","65.0","United States","USA","2016 Summer","2016","Summer","Rio de Janeiro","Swimming","Swimming Women's 4 x 200 metres Freestyle Relay","Gold"
"28734","Madeline Jane ""Maya"" DiRado","F","23.0","175.0","65.0","United States","USA","2016 Summer","2016","Summer","Rio de Janeiro","Swimming","Swimming Women's 200 metres Backstroke","Gold"
"28747","Terence Gilbert ""Terry"" Dischinger","M","19.0","198.0","86.0","United States","USA","1960 Summer","1960","Summer","Roma","Basketball","Basketball Men's Basketball","Gold"
"28820","Diamond Brittany Dixon","F","20.0","168.0","51.0","United States","USA","2012 Summer","2012","Summer","London","Athletics","Athletics Women's 4 x 400 metres Relay","Gold"
"28821","Diane Lynn Dixon (-Trouse)","F","19.0","165.0","54.0","United States","USA","1984 Summer","1984","Summer","Los Angeles","Athletics","Athletics Women's 4 x 400 metres Relay","Gold"
"28824","George Martin Dixon","M","23.0","183.0","","United States","USA","1924 Summer","1924","Summer","Paris","Rugby","Rugby Men's Rugby","Gold"
"29072","Charles Webster ""Charlie"" Doe, Jr.","M","21.0","173.0","","United States","USA","1920 Summer","1920","Summer","Antwerpen","Rugby","Rugby Men's Rugby","Gold"
"29072","Charles Webster ""Charlie"" Doe, Jr.","M","25.0","173.0","","United States","USA","1924 Summer","1924","Summer","Paris","Rugby","Rugby Men's Rugby","Gold"
"29083","Susan Elizabeth Doerr","F","15.0","164.0","50.0","United States","USA","1960 Summer","1960","Summer","Roma","Swimming","Swimming Women's 4 x 100 metres Freestyle Relay","Gold"
"29145","Thomas Fitzgerald ""Tom"" Dolan","M","20.0","201.0","86.0","United States","USA","1996 Summer","1996","Summer","Atlanta","Swimming","Swimming Men's 400 metres Individual Medley","Gold"
"29145","Thomas Fitzgerald ""Tom"" Dolan","M","24.0","201.0","86.0","United States","USA","2000 Summer","2000","Summer","Sydney","Swimming","Swimming Men's 400 metres Individual Medley","Gold"
"29152","George Stuart Dole","M","23.0","161.0","60.0","United States","USA","1908 Summer","1908","Summer","London","Wrestling","Wrestling Men's Featherweight, Freestyle","Gold"
"29168","Peter James Dolfen","M","31.0","","","United States","USA","1912 Summer","1912","Summer","Stockholm","Shooting","Shooting Men's Free Pistol, 50 metres, Team","Gold"
"29317","Claire Christine Donahue","F","23.0","170.0","63.0","United States","USA","2012 Summer","2012","Summer","London","Swimming","Swimming Women's 4 x 100 metres Medley Relay","Gold"
"29395","Peter Dwight Donlon","M","21.0","185.0","79.0","United States","USA","1928 Summer","1928","Summer","Amsterdam","Rowing","Rowing Men's Coxed Eights","Gold"
"29401","Euphrasia Louise ""Fraze"" Donnelly (-Bungard, -Berlin)","F","18.0","163.0","","United States","USA","1924 Summer","1924","Summer","Paris","Swimming","Swimming Women's 4 x 100 metres Freestyle Relay","Gold"
"29426","Anne Theresa Donovan","F","22.0","203.0","62.0","United States","USA","1984 Summer","1984","Summer","Los Angeles","Basketball","Basketball Women's Basketball","Gold"
"29426","Anne Theresa Donovan","F","26.0","203.0","62.0","United States","USA","1988 Summer","1988","Summer","Seoul","Basketball","Basketball Women's Basketball","Gold"
"29443","Frank Martin Dooley","M","23.0","","","United States","USA","1952 Summer","1952","Summer","Helsinki","Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","Gold"
"29558","Karl James Dorsey","M","38.0","","","Angelita","USA","1932 Summer","1932","Summer","Los Angeles","Sailing","Sailing Mixed 8 metres","Gold"
"29686","Gabrielle Christina Victoria ""Gabby"" Douglas","F","16.0","157.0","50.0","United States","USA","2012 Summer","2012","Summer","London","Gymnastics","Gymnastics Women's Individual All-Around","Gold"
"29686","Gabrielle Christina Victoria ""Gabby"" Douglas","F","16.0","157.0","50.0","United States","USA","2012 Summer","2012","Summer","London","Gymnastics","Gymnastics Women's Team All-Around","Gold"
"29686","Gabrielle Christina Victoria ""Gabby"" Douglas","F","20.0","157.0","50.0","United States","USA","2016 Summer","2016","Summer","Rio de Janeiro","Gymnastics","Gymnastics Women's Team All-Around","Gold"
"29791","Burton Cecil Downing","M","19.0","","","United States","USA","1904 Summer","1904","Summer","St. Louis","Cycling","Cycling Men's 2 mile","Gold"
"29791","Burton Cecil Downing","M","19.0","","","United States","USA","1904 Summer","1904","Summer","St. Louis","Cycling","Cycling Men's 25 mile","Gold"
"29875","Stacy Rene Dragila (Mikaelsen-, -Waltz)","F","29.0","172.0","62.0","United States","USA","2000 Summer","2000","Summer","Sydney","Athletics","Athletics Women's Pole Vault","Gold"
"29929","Foy Draper","M","22.0","165.0","54.0","United States","USA","1936 Summer","1936","Summer","Berlin","Athletics","Athletics Men's 4 x 100 metres Relay","Gold"
"29941","Victoria Manalo ""Vicki"" Draves","F","23.0","","","United States","USA","1948 Summer","1948","Summer","London","Diving","Diving Women's Springboard","Gold"
"29941","Victoria Manalo ""Vicki"" Draves","F","23.0","","","United States","USA","1948 Summer","1948","Summer","London","Diving","Diving Women's Platform","Gold"
"29947","Otis Paul Drayton","M","25.0","183.0","73.0","United States","USA","1964 Summer","1964","Summer","Tokyo","Athletics","Athletics Men's 4 x 100 metres Relay","Gold"
"29989","Caeleb Remel Dressel","M","19.0","191.0","86.0","United States","USA","2016 Summer","2016","Summer","Rio de Janeiro","Swimming","Swimming Men's 4 x 100 metres Freestyle Relay","Gold"
"29989","Caeleb Remel Dressel","M","19.0","191.0","86.0","United States","USA","2016 Summer","2016","Summer","Rio de Janeiro","Swimming","Swimming Men's 4 x 100 metres Medley Relay","Gold"
"29992","Ivan Chandler Dresser","M","23.0","180.0","68.0","United States","USA","1920 Summer","1920","Summer","Antwerpen","Athletics","Athletics Men's 3,000 metres, Team","Gold"
"30009","Clyde Austin Drexler","M","30.0","200.0","101.0","United States","USA","1992 Summer","1992","Summer","Barcelona","Basketball","Basketball Men's Basketball","Gold"
"30028","Annika Elise Madsen Dries","F","20.0","185.0","89.0","United States","USA","2012 Summer","2012","Summer","London","Water Polo","Water Polo Women's Water Polo","Gold"
"30123","Jonathan A. ""Jon"" Drummond","M","32.0","175.0","75.0","United States","USA","2000 Summer","2000","Summer","Sydney","Athletics","Athletics Men's 4 x 100 metres Relay","Gold"
"30153","Matthew Alexander ""Matt"" Dryke","M","25.0","183.0","75.0","United States","USA","1984 Summer","1984","Summer","Los Angeles","Shooting","Shooting Mixed Skeet","Gold"
"30395","William Henry Dudley, III","M","17.0","","","United States","USA","1948 Summer","1948","Summer","London","Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","Gold"
"30411","Virginia Ruth ""Ginny"" Duenkel","F","17.0","170.0","61.0","United States","USA","1964 Summer","1964","Summer","Tokyo","Swimming","Swimming Women's 400 metres Freestyle","Gold"
"30551","Charles Everett ""Charlie"" Dumas","M","19.0","185.0","81.0","United States","USA","1956 Summer","1956","Summer","Melbourne","Athletics","Athletics Men's High Jump","Gold"
"30617","James Ralph ""Jim"" Dunbar","M","22.0","","","United States","USA","1952 Summer","1952","Summer","Helsinki","Rowing","Rowing Men's Coxed Eights","Gold"
"30666","David Coombs ""Dave"" Dunlap","M","21.0","189.0","86.0","United States","USA","1932 Summer","1932","Summer","Los Angeles","Rowing","Rowing Men's Coxed Eights","Gold"
"30699","Patricia ""Tricia"" Dunn-Luoma","F","23.0","173.0","66.0","United States","USA","1998 Winter","1998","Winter","Nagano","Ice Hockey","Ice Hockey Women's Ice Hockey","Gold"
"30807","Kevin Wayne Durant","M","23.0","206.0","105.0","United States","USA","2012 Summer","2012","Summer","London","Basketball","Basketball Men's Basketball","Gold"
"30807","Kevin Wayne Durant","M","27.0","206.0","105.0","United States","USA","2016 Summer","2016","Summer","Rio de Janeiro","Basketball","Basketball Men's Basketball","Gold"
"30951","Richard Lloyd ""Rich"" Duwelius","M","29.0","198.0","89.0","United States","USA","1984 Summer","1984","Summer","Los Angeles","Volleyball","Volleyball Men's Volleyball","Gold"
"30987","Charles Edward Dvorak","M","25.0","","","United States","USA","1904 Summer","1904","Summer","St. Louis","Athletics","Athletics Men's Pole Vault","Gold"
"30989","Douglas Scott ""Dusty"" Dvorak","M","26.0","188.0","82.0","United States","USA","1984 Summer","1984","Summer","Los Angeles","Volleyball","Volleyball Men's Volleyball","Gold"
"31012","Conor James Dwyer","M","23.0","196.0","89.0","United States","USA","2012 Summer","2012","Summer","London","Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","Gold"
"31012","Conor James Dwyer","M","27.0","196.0","89.0","United States","USA","2016 Summer","2016","Summer","Rio de Janeiro","Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","Gold"
"31049","Hector Monroe ""Hec"" Dyer","M","22.0","188.0","75.0","United States","USA","1932 Summer","1932","Summer","Los Angeles","Athletics","Athletics Men's 4 x 100 metres Relay","Gold"
"31081","Rebekah ""Becky"" Dyroen-Lancer","F","25.0","174.0","58.0","United States","USA","1996 Summer","1996","Summer","Atlanta","Synchronized Swimming","Synchronized Swimming Women's Team","Gold"
"31167","Edward Patrick Francis ""Eddie"" Eagan","M","21.0","179.0","","United States","USA","1920 Summer","1920","Summer","Antwerpen","Boxing","Boxing Men's Light-Heavyweight","Gold"
"31167","Edward Patrick Francis ""Eddie"" Eagan","M","33.0","179.0","","United States-1","USA","1932 Winter","1932","Winter","Lake Placid","Bobsleigh","Bobsleigh Men's Four","Gold"
"31198","Ivan Leclare Eastman","M","24.0","","","United States","USA","1908 Summer","1908","Summer","London","Shooting","Shooting Men's Military Rifle, 200/500/600/800/900/1,000 Yards, Team","Gold"
"31205","Ashton James Eaton","M","24.0","186.0","81.0","United States","USA","2012 Summer","2012","Summer","London","Athletics","Athletics Men's Decathlon","Gold"
"31205","Ashton James Eaton","M","28.0","186.0","81.0","United States","USA","2016 Summer","2016","Summer","Rio de Janeiro","Athletics","Athletics Men's Decathlon","Gold"
"31320","Sheila Ann Echols (-Williams, -Gross)","F","23.0","165.0","52.0","United States","USA","1988 Summer","1988","Summer","Seoul","Athletics","Athletics Women's 4 x 100 metres Relay","Gold"
"31394","Gertrude Caroline ""Trudy"" Ederle","F","18.0","167.0","64.0","United States","USA","1924 Summer","1924","Summer","Paris","Swimming","Swimming Women's 4 x 100 metres Freestyle Relay","Gold"
"31399","David Holmes ""Dave"" Edgar","M","22.0","188.0","86.0","United States","USA","1972 Summer","1972","Summer","Munich","Swimming","Swimming Men's 4 x 100 metres Freestyle Relay","Gold"
"31490","Kenneth Paine ""Ken"" Edwards","M","18.0","","","Western Golf Association-1","USA","1904 Summer","1904","Summer","St. Louis","Golf","Golf Men's Team","Gold"
"31507","Teresa Edwards","F","20.0","175.0","68.0","United States","USA","1984 Summer","1984","Summer","Los Angeles","Basketball","Basketball Women's Basketball","Gold"
"31507","Teresa Edwards","F","24.0","175.0","68.0","United States","USA","1988 Summer","1988","Summer","Seoul","Basketball","Basketball Women's Basketball","Gold"
